Row_ID,Order_Date,Ship_Date,Ship_Mode,Delay_Timing,Delay_Timing_Days
6982,2015-07-11,2015-08-11,First Class,31 days,31
6983,2017-01-09,2017-05-09,Standard Class,120 days,120
6984,2017-01-09,2017-05-09,Standard Class,120 days,120
6985,2017-01-09,2017-05-09,Standard Class,120 days,120
6986,2017-01-09,2017-05-09,Standard Class,120 days,120
6987,2017-01-09,2017-05-09,Standard Class,120 days,120
6988,2017-01-09,2017-05-09,Standard Class,120 days,120
6989,2018-11-11,2018-11-16,Second Class,5 days,5
6990,2018-11-12,2018-12-13,First Class,31 days,31
6991,2016-08-11,2016-11-13,Second Class,94 days,94
6992,2016-08-11,2016-11-13,Second Class,94 days,94
6993,2016-08-11,2016-11-13,Second Class,94 days,94
6994,2016-08-11,2016-11-13,Second Class,94 days,94
6995,2016-08-11,2016-11-13,Second Class,94 days,94
6996,2016-11-19,2016-11-26,Standard Class,7 days,7
6997,2018-12-23,2018-12-25,Second Class,2 days,2
6998,2018-12-23,2018-12-25,Second Class,2 days,2
6999,2017-09-16,2017-09-22,Standard Class,6 days,6
7000,2018-05-26,2018-05-29,First Class,3 days,3
7001,2018-05-26,2018-05-29,First Class,3 days,3
7003,2015-08-19,2015-08-21,Second Class,2 days,2
7004,2015-08-19,2015-08-21,Second Class,2 days,2
7005,2015-12-23,2015-12-28,Standard Class,5 days,5
7006,2016-01-11,2016-05-11,Standard Class,121 days,121
7007,2015-12-15,2015-12-21,Standard Class,6 days,6
7008,2016-08-21,2016-08-25,Standard Class,4 days,4
7009,2016-08-21,2016-08-25,Standard Class,4 days,4
7010,2016-08-21,2016-08-25,Standard Class,4 days,4
7011,2015-05-23,2015-05-27,Standard Class,4 days,4
7012,2015-05-23,2015-05-27,Standard Class,4 days,4
7013,2015-05-23,2015-05-27,Standard Class,4 days,4
7014,2018-09-12,2018-11-12,Second Class,61 days,61
7019,2017-06-23,2017-06-27,Second Class,4 days,4
7020,2015-08-23,2015-08-27,Standard Class,4 days,4
7021,2015-08-23,2015-08-27,Standard Class,4 days,4
7022,2015-08-23,2015-08-27,Standard Class,4 days,4
7023,2015-08-23,2015-08-27,Standard Class,4 days,4
7024,2015-08-23,2015-08-27,Standard Class,4 days,4
7025,2015-08-23,2015-08-27,Standard Class,4 days,4
7026,2018-06-02,2018-12-02,Standard Class,183 days,183
7027,2018-06-02,2018-12-02,Standard Class,183 days,183
7028,2018-01-29,2018-05-02,Standard Class,93 days,93
7029,2017-12-20,2017-12-23,Second Class,3 days,3
7030,2017-11-11,2017-11-16,Standard Class,5 days,5
7031,2017-11-11,2017-11-16,Standard Class,5 days,5
7032,2017-11-11,2017-11-16,Standard Class,5 days,5
7033,2017-11-11,2017-11-16,Standard Class,5 days,5
7034,2017-11-11,2017-11-16,Standard Class,5 days,5
7035,2017-11-11,2017-11-16,Standard Class,5 days,5
7036,2018-09-11,2018-11-13,Standard Class,63 days,63
7037,2015-02-05,2015-04-05,Second Class,59 days,59
7038,2018-09-22,2018-09-27,Standard Class,5 days,5
7039,2018-09-22,2018-09-27,Standard Class,5 days,5
7040,2018-12-17,2018-12-23,Standard Class,6 days,6
7041,2018-12-17,2018-12-23,Standard Class,6 days,6
7042,2018-12-17,2018-12-23,Standard Class,6 days,6
7043,2018-07-18,2018-07-23,Standard Class,5 days,5
7044,2018-07-18,2018-07-23,Standard Class,5 days,5
7045,2018-07-18,2018-07-23,Standard Class,5 days,5
7046,2017-03-11,2017-09-11,Standard Class,184 days,184
7047,2015-08-04,2015-12-04,Standard Class,122 days,122
7048,2015-08-04,2015-12-04,Standard Class,122 days,122
7049,2017-08-14,2017-08-16,First Class,2 days,2
7050,2015-09-25,2015-09-30,Standard Class,5 days,5
7062,2016-03-02,2016-05-02,Second Class,61 days,61
7063,2017-12-29,2017-12-31,Second Class,2 days,2
7065,2018-04-02,2018-09-02,Standard Class,153 days,153
7066,2015-06-12,2015-08-12,First Class,61 days,61
7068,2017-05-21,2017-05-26,Standard Class,5 days,5
7069,2017-05-21,2017-05-26,Standard Class,5 days,5
7071,2017-05-09,2017-10-09,Second Class,153 days,153
7072,2017-07-23,2017-07-28,Standard Class,5 days,5
7073,2017-07-23,2017-07-28,Standard Class,5 days,5
7074,2017-07-23,2017-07-28,Standard Class,5 days,5
7075,2017-07-23,2017-07-28,Standard Class,5 days,5
7076,2017-07-23,2017-07-28,Standard Class,5 days,5
7078,2017-02-09,2017-06-09,Standard Class,120 days,120
7079,2017-02-09,2017-06-09,Standard Class,120 days,120
7080,2017-02-09,2017-06-09,Standard Class,120 days,120
7081,2017-02-09,2017-06-09,Standard Class,120 days,120
7082,2017-02-09,2017-06-09,Standard Class,120 days,120
7083,2017-02-09,2017-06-09,Standard Class,120 days,120
7084,2018-07-21,2018-07-25,Second Class,4 days,4
7085,2018-07-21,2018-07-25,Second Class,4 days,4
7086,2018-09-25,2018-09-28,First Class,3 days,3
7087,2018-09-25,2018-09-28,First Class,3 days,3
7088,2018-03-08,2018-06-08,Second Class,92 days,92
7089,2016-10-25,2016-10-27,Second Class,2 days,2
7090,2018-06-15,2018-06-19,Second Class,4 days,4
7099,2018-06-11,2018-10-11,Standard Class,122 days,122
7100,2016-12-26,2016-12-30,Second Class,4 days,4
7101,2015-11-23,2015-11-28,Standard Class,5 days,5
7102,2017-01-08,2017-05-08,Second Class,120 days,120
7103,2015-09-21,2015-09-24,First Class,3 days,3
7104,2018-04-09,2018-08-09,Standard Class,122 days,122
7105,2018-06-19,2018-06-21,Second Class,2 days,2
7106,2018-06-19,2018-06-21,Second Class,2 days,2
7107,2018-06-19,2018-06-21,Second Class,2 days,2
7108,2017-04-19,2017-04-26,Standard Class,7 days,7
7109,2017-04-19,2017-04-26,Standard Class,7 days,7
7110,2017-04-19,2017-04-26,Standard Class,7 days,7
7111,2017-04-19,2017-04-26,Standard Class,7 days,7
7112,2017-04-19,2017-04-26,Standard Class,7 days,7
7113,2017-04-19,2017-04-26,Standard Class,7 days,7
7114,2017-04-19,2017-04-26,Standard Class,7 days,7
7115,2017-05-05,2017-06-05,First Class,31 days,31
7116,2017-05-05,2017-06-05,First Class,31 days,31
7117,2015-10-18,2015-10-23,Second Class,5 days,5
7118,2015-10-18,2015-10-23,Second Class,5 days,5
7119,2018-02-13,2018-02-17,Standard Class,4 days,4
7120,2018-11-17,2018-11-24,Standard Class,7 days,7
7121,2015-01-20,2015-01-26,Standard Class,6 days,6
7122,2018-01-12,2018-08-12,Standard Class,212 days,212
7123,2018-01-12,2018-08-12,Standard Class,212 days,212
7126,2017-09-27,2017-09-29,Second Class,2 days,2
7127,2017-09-27,2017-09-29,Second Class,2 days,2
7128,2017-11-14,2017-11-20,Standard Class,6 days,6
7129,2017-11-14,2017-11-20,Standard Class,6 days,6
7130,2017-04-16,2017-04-22,Standard Class,6 days,6
7131,2017-04-16,2017-04-22,Standard Class,6 days,6
7137,2016-11-20,2016-11-27,Standard Class,7 days,7
7138,2016-11-20,2016-11-27,Standard Class,7 days,7
7139,2016-11-20,2016-11-27,Standard Class,7 days,7
7140,2016-11-20,2016-11-27,Standard Class,7 days,7
7143,2015-11-24,2015-11-29,Standard Class,5 days,5
7150,2016-06-26,2016-06-30,Standard Class,4 days,4
7151,2018-12-22,2018-12-26,Standard Class,4 days,4
7152,2018-12-22,2018-12-25,Second Class,3 days,3
7153,2015-09-10,2015-10-15,Standard Class,35 days,35
7154,2016-10-12,2016-12-15,Standard Class,64 days,64
7155,2016-12-25,2016-12-27,Second Class,2 days,2
7156,2016-12-25,2016-12-27,Second Class,2 days,2
7158,2017-03-28,2017-03-31,Second Class,3 days,3
7159,2017-03-28,2017-03-31,Second Class,3 days,3
7160,2016-05-13,2016-05-18,Second Class,5 days,5
7161,2016-05-13,2016-05-18,Second Class,5 days,5
7162,2015-04-07,2015-09-07,Standard Class,153 days,153
7163,2015-04-07,2015-09-07,Standard Class,153 days,153
7164,2015-04-22,2015-04-24,Second Class,2 days,2
7165,2015-04-22,2015-04-24,Second Class,2 days,2
7166,2017-09-19,2017-09-22,First Class,3 days,3
7167,2015-07-22,2015-07-24,Second Class,2 days,2
7168,2015-07-22,2015-07-24,Second Class,2 days,2
7169,2015-07-22,2015-07-24,Second Class,2 days,2
7170,2015-07-22,2015-07-24,Second Class,2 days,2
7171,2018-08-10,2018-10-14,Standard Class,65 days,65
7172,2018-04-25,2018-04-27,Second Class,2 days,2
7173,2018-03-26,2018-03-30,Standard Class,4 days,4
7174,2018-03-26,2018-03-30,Standard Class,4 days,4
7175,2018-03-26,2018-03-30,Standard Class,4 days,4
7176,2018-03-26,2018-03-30,Standard Class,4 days,4
7177,2018-03-26,2018-03-30,Standard Class,4 days,4
7178,2018-04-05,2018-10-05,Standard Class,183 days,183
7179,2018-04-05,2018-10-05,Standard Class,183 days,183
7180,2017-11-14,2017-11-18,Standard Class,4 days,4
7181,2015-06-01,2015-07-01,First Class,30 days,30
7182,2017-12-27,2017-12-30,Second Class,3 days,3
7184,2018-04-21,2018-04-23,First Class,2 days,2
7185,2018-08-17,2018-08-24,Standard Class,7 days,7
7186,2018-08-17,2018-08-24,Standard Class,7 days,7
7187,2018-08-17,2018-08-24,Standard Class,7 days,7
7188,2018-08-17,2018-08-24,Standard Class,7 days,7
7189,2018-08-17,2018-08-24,Standard Class,7 days,7
7192,2017-01-10,2017-06-10,Second Class,151 days,151
7193,2017-01-10,2017-06-10,Second Class,151 days,151
7196,2017-11-13,2017-11-17,Standard Class,4 days,4
7197,2015-04-26,2015-04-30,Standard Class,4 days,4
7198,2015-04-26,2015-04-30,Standard Class,4 days,4
7204,2015-12-29,2016-02-01,Standard Class,34 days,34
7206,2018-02-10,2018-06-10,Standard Class,120 days,120
7207,2018-02-10,2018-06-10,Standard Class,120 days,120
7211,2017-02-06,2017-06-06,Standard Class,120 days,120
7212,2017-02-06,2017-06-06,Standard Class,120 days,120
7213,2017-02-06,2017-06-06,Standard Class,120 days,120
7214,2018-10-15,2018-10-19,Standard Class,4 days,4
7215,2016-09-27,2016-09-30,Second Class,3 days,3
7216,2016-09-27,2016-09-30,Second Class,3 days,3
7217,2016-03-05,2016-06-05,First Class,92 days,92
7218,2016-03-05,2016-06-05,First Class,92 days,92
7219,2016-03-05,2016-06-05,First Class,92 days,92
7220,2016-03-05,2016-06-05,First Class,92 days,92
7222,2018-01-27,2018-01-31,Standard Class,4 days,4
7223,2018-02-09,2018-06-09,Standard Class,120 days,120
7224,2017-07-14,2017-07-18,Standard Class,4 days,4
7225,2017-07-14,2017-07-18,Standard Class,4 days,4
7226,2017-07-14,2017-07-18,Standard Class,4 days,4
7227,2018-02-24,2018-02-28,Standard Class,4 days,4
7228,2018-02-24,2018-02-28,Standard Class,4 days,4
7229,2015-07-20,2015-07-22,First Class,2 days,2
7230,2015-07-20,2015-07-22,First Class,2 days,2
7231,2018-03-13,2018-03-15,First Class,2 days,2
7232,2018-03-13,2018-03-15,First Class,2 days,2
7233,2018-03-13,2018-03-15,First Class,2 days,2
7234,2017-08-03,2017-12-03,Standard Class,122 days,122
7235,2017-08-03,2017-12-03,Standard Class,122 days,122
7236,2017-08-03,2017-12-03,Standard Class,122 days,122
7237,2015-07-12,2015-10-12,First Class,92 days,92
7239,2017-12-24,2017-12-30,Standard Class,6 days,6
7240,2017-12-24,2017-12-30,Standard Class,6 days,6
7241,2018-04-23,2018-04-25,Second Class,2 days,2
7242,2018-04-23,2018-04-25,Second Class,2 days,2
7243,2018-04-23,2018-04-25,Second Class,2 days,2
7244,2018-08-17,2018-08-22,Second Class,5 days,5
7245,2018-05-22,2018-05-25,First Class,3 days,3
7247,2015-03-03,2015-08-03,Standard Class,153 days,153
7248,2015-03-03,2015-08-03,Standard Class,153 days,153
7249,2015-03-03,2015-08-03,Standard Class,153 days,153
7250,2016-04-06,2016-09-06,Second Class,153 days,153
7251,2016-04-06,2016-09-06,Second Class,153 days,153
7263,2018-10-22,2018-10-28,Standard Class,6 days,6
7264,2018-10-22,2018-10-28,Standard Class,6 days,6
7265,2018-06-13,2018-06-17,Standard Class,4 days,4
7266,2015-11-23,2015-11-26,Second Class,3 days,3
7269,2017-01-14,2017-01-20,Standard Class,6 days,6
7270,2017-01-14,2017-01-20,Standard Class,6 days,6
7271,2017-09-16,2017-09-22,Standard Class,6 days,6
7272,2017-09-16,2017-09-22,Standard Class,6 days,6
7273,2017-10-10,2017-10-14,Standard Class,4 days,4
7274,2017-10-10,2017-10-14,Standard Class,4 days,4
7275,2016-11-13,2016-11-17,Standard Class,4 days,4
7276,2016-11-13,2016-11-17,Standard Class,4 days,4
7277,2015-02-11,2015-06-11,Standard Class,120 days,120
7278,2017-07-19,2017-07-21,First Class,2 days,2
7279,2017-07-19,2017-07-21,First Class,2 days,2
7281,2016-02-21,2016-02-27,Standard Class,6 days,6
7282,2018-10-16,2018-10-21,Standard Class,5 days,5
7283,2018-06-22,2018-06-29,Standard Class,7 days,7
7284,2018-09-09,2018-09-13,Standard Class,4 days,4
7285,2018-09-09,2018-09-13,Standard Class,4 days,4
7286,2018-10-14,2018-10-19,Standard Class,5 days,5
7287,2017-06-20,2017-06-25,Standard Class,5 days,5
7288,2017-06-20,2017-06-25,Standard Class,5 days,5
7289,2015-02-09,2015-07-09,Standard Class,150 days,150
7293,2018-04-12,2018-09-12,Standard Class,153 days,153
7294,2017-01-23,2017-01-29,Standard Class,6 days,6
7295,2016-05-26,2016-05-31,Standard Class,5 days,5
7296,2015-04-05,2015-05-05,First Class,30 days,30
7297,2015-04-05,2015-05-05,First Class,30 days,30
7299,2015-11-18,2015-11-21,First Class,3 days,3
7300,2015-11-18,2015-11-21,First Class,3 days,3
7301,2015-11-18,2015-11-21,First Class,3 days,3
7302,2015-11-18,2015-11-21,First Class,3 days,3
7303,2015-11-18,2015-11-21,First Class,3 days,3
7304,2018-04-09,2018-08-09,Standard Class,122 days,122
7305,2018-04-09,2018-08-09,Standard Class,122 days,122
7307,2017-05-11,2017-07-11,Second Class,61 days,61
7308,2017-05-11,2017-07-11,Second Class,61 days,61
7309,2017-05-11,2017-07-11,Second Class,61 days,61
7312,2016-09-10,2016-10-13,Standard Class,33 days,33
7313,2016-09-10,2016-10-13,Standard Class,33 days,33
7314,2016-09-10,2016-10-13,Standard Class,33 days,33
7317,2017-10-16,2017-10-20,Standard Class,4 days,4
7318,2018-11-17,2018-11-21,Standard Class,4 days,4
7319,2018-11-17,2018-11-21,Standard Class,4 days,4
7320,2018-11-26,2018-11-29,Second Class,3 days,3
7321,2018-11-26,2018-11-29,Second Class,3 days,3
7322,2018-03-09,2018-07-09,Standard Class,122 days,122
7323,2018-03-09,2018-07-09,Standard Class,122 days,122
7324,2018-05-12,2018-08-12,First Class,92 days,92
7325,2018-05-12,2018-08-12,First Class,92 days,92
7326,2018-10-11,2018-11-17,Standard Class,37 days,37
7327,2018-10-11,2018-11-17,Standard Class,37 days,37
7328,2015-03-18,2015-03-24,Standard Class,6 days,6
7329,2015-03-18,2015-03-24,Standard Class,6 days,6
7330,2015-03-18,2015-03-24,Standard Class,6 days,6
7332,2018-10-26,2018-10-30,Standard Class,4 days,4
7333,2018-10-26,2018-10-30,Standard Class,4 days,4
7336,2016-12-25,2016-12-30,Standard Class,5 days,5
7337,2016-12-25,2016-12-30,Standard Class,5 days,5
7338,2018-09-21,2018-09-23,First Class,2 days,2
7339,2015-12-20,2015-12-23,Second Class,3 days,3
7340,2016-07-18,2016-07-21,First Class,3 days,3
7344,2015-12-26,2016-01-01,Standard Class,6 days,6
7345,2018-11-12,2018-12-17,Standard Class,35 days,35
7346,2018-11-12,2018-12-17,Standard Class,35 days,35
7347,2018-11-12,2018-12-17,Standard Class,35 days,35
7348,2018-11-12,2018-12-17,Standard Class,35 days,35
7349,2015-03-03,2015-07-03,Standard Class,122 days,122
7350,2018-10-21,2018-10-27,Standard Class,6 days,6
7351,2018-10-21,2018-10-27,Standard Class,6 days,6
7352,2018-10-11,2018-11-16,Standard Class,36 days,36
7353,2018-03-16,2018-03-18,Second Class,2 days,2
7354,2017-09-22,2017-09-29,Standard Class,7 days,7
7356,2016-12-31,2017-02-01,Second Class,32 days,32
7357,2017-09-10,2017-10-14,Standard Class,34 days,34
7358,2017-09-10,2017-10-14,Standard Class,34 days,34
7359,2015-12-30,2016-03-01,Second Class,62 days,62
7360,2015-12-30,2016-03-01,Second Class,62 days,62
7369,2018-04-15,2018-04-17,First Class,2 days,2
7370,2016-09-03,2016-11-03,Second Class,61 days,61
7372,2018-07-01,2018-09-01,Second Class,62 days,62
7373,2018-07-01,2018-09-01,Second Class,62 days,62
7374,2018-07-01,2018-09-01,Second Class,62 days,62
7375,2018-07-01,2018-09-01,Second Class,62 days,62
7376,2018-08-13,2018-08-20,Standard Class,7 days,7
7377,2018-02-11,2018-05-11,First Class,89 days,89
7378,2015-09-19,2015-09-23,Standard Class,4 days,4
7380,2017-09-13,2017-09-18,Standard Class,5 days,5
7381,2017-09-13,2017-09-18,Standard Class,5 days,5
7382,2017-09-13,2017-09-18,Standard Class,5 days,5
7383,2017-09-13,2017-09-18,Standard Class,5 days,5
7384,2017-09-13,2017-09-18,Standard Class,5 days,5
7385,2017-09-13,2017-09-18,Standard Class,5 days,5
7386,2017-09-13,2017-09-18,Standard Class,5 days,5
7387,2017-09-13,2017-09-18,Standard Class,5 days,5
7388,2017-09-13,2017-09-18,Standard Class,5 days,5
7389,2017-09-13,2017-09-18,Standard Class,5 days,5
7392,2018-04-12,2018-07-12,Second Class,91 days,91
7393,2018-02-05,2018-06-05,Standard Class,120 days,120
7394,2018-02-05,2018-06-05,Standard Class,120 days,120
7395,2018-02-05,2018-06-05,Standard Class,120 days,120
7396,2017-12-25,2017-12-30,Standard Class,5 days,5
7397,2017-12-25,2017-12-30,Standard Class,5 days,5
7401,2017-08-09,2017-09-13,Standard Class,35 days,35
7402,2017-08-09,2017-09-13,Standard Class,35 days,35
7403,2018-06-08,2018-10-08,Standard Class,122 days,122
7404,2016-05-14,2016-05-19,Standard Class,5 days,5
7405,2016-05-14,2016-05-19,Standard Class,5 days,5
7406,2016-05-14,2016-05-19,Standard Class,5 days,5
7407,2016-05-14,2016-05-19,Standard Class,5 days,5
7409,2017-05-30,2017-06-06,Standard Class,7 days,7
7410,2015-08-04,2015-12-04,Standard Class,122 days,122
7415,2017-03-13,2017-03-15,Second Class,2 days,2
7416,2017-03-13,2017-03-15,Second Class,2 days,2
7417,2017-03-13,2017-03-15,Second Class,2 days,2
7418,2017-03-13,2017-03-15,Second Class,2 days,2
7419,2017-03-13,2017-03-15,Second Class,2 days,2
7420,2017-03-13,2017-03-15,Second Class,2 days,2
7421,2017-03-13,2017-03-15,Second Class,2 days,2
7422,2017-03-13,2017-03-15,Second Class,2 days,2
7423,2017-03-13,2017-03-15,Second Class,2 days,2
7426,2017-06-25,2017-06-27,Second Class,2 days,2
7427,2017-06-25,2017-06-27,Second Class,2 days,2
7428,2015-03-17,2015-03-21,Standard Class,4 days,4
7429,2015-03-17,2015-03-21,Standard Class,4 days,4
7430,2015-03-17,2015-03-21,Standard Class,4 days,4
7431,2015-03-17,2015-03-21,Standard Class,4 days,4
7432,2015-03-17,2015-03-21,Standard Class,4 days,4
7435,2016-07-26,2016-07-31,Standard Class,5 days,5
7436,2016-07-26,2016-07-31,Standard Class,5 days,5
7437,2016-07-26,2016-07-31,Standard Class,5 days,5
7438,2015-02-15,2015-02-19,Standard Class,4 days,4
7439,2016-03-24,2016-03-27,Second Class,3 days,3
7440,2018-02-09,2018-06-09,Standard Class,120 days,120
7441,2018-02-09,2018-06-09,Standard Class,120 days,120
7442,2016-11-16,2016-11-18,First Class,2 days,2
7443,2015-09-12,2015-11-12,First Class,61 days,61
7444,2015-09-12,2015-11-12,First Class,61 days,61
7445,2018-03-02,2018-07-02,Second Class,122 days,122
7446,2018-03-02,2018-07-02,Second Class,122 days,122
7447,2018-03-02,2018-07-02,Second Class,122 days,122
7448,2018-03-02,2018-07-02,Second Class,122 days,122
7449,2018-11-11,2018-11-14,First Class,3 days,3
7450,2018-09-17,2018-09-22,Second Class,5 days,5
7451,2018-09-17,2018-09-22,Second Class,5 days,5
7452,2018-09-17,2018-09-22,Second Class,5 days,5
7453,2018-09-17,2018-09-22,Second Class,5 days,5
7457,2016-04-16,2016-04-18,First Class,2 days,2
7458,2016-04-16,2016-04-18,First Class,2 days,2
7459,2016-04-16,2016-04-18,First Class,2 days,2
7460,2016-04-16,2016-04-18,First Class,2 days,2
7464,2017-08-09,2017-09-15,Standard Class,37 days,37
7465,2017-08-09,2017-09-15,Standard Class,37 days,37
7466,2017-08-09,2017-09-15,Standard Class,37 days,37
7467,2017-05-19,2017-05-23,Standard Class,4 days,4
7468,2018-11-11,2018-11-15,Second Class,4 days,4
7469,2015-09-15,2015-09-20,Standard Class,5 days,5
7470,2015-09-15,2015-09-20,Standard Class,5 days,5
7471,2016-09-15,2016-09-20,Standard Class,5 days,5
7472,2016-09-15,2016-09-20,Standard Class,5 days,5
7473,2017-01-07,2017-03-07,First Class,59 days,59
7475,2015-06-01,2015-10-01,Standard Class,122 days,122
7476,2015-06-01,2015-10-01,Standard Class,122 days,122
7477,2015-06-01,2015-10-01,Standard Class,122 days,122
7478,2015-06-01,2015-10-01,Standard Class,122 days,122
7479,2015-06-01,2015-10-01,Standard Class,122 days,122
7480,2015-06-01,2015-10-01,Standard Class,122 days,122
7481,2015-06-01,2015-10-01,Standard Class,122 days,122
7482,2017-01-09,2017-03-09,Second Class,59 days,59
7483,2015-09-23,2015-09-30,Standard Class,7 days,7
7484,2015-12-15,2015-12-17,Second Class,2 days,2
7485,2018-12-28,2019-02-01,Standard Class,35 days,35
7486,2018-12-28,2019-02-01,Standard Class,35 days,35
7487,2016-12-19,2016-12-24,Second Class,5 days,5
7488,2016-12-19,2016-12-24,Second Class,5 days,5
7489,2016-12-19,2016-12-24,Second Class,5 days,5
7490,2018-05-11,2018-09-11,Standard Class,123 days,123
7496,2018-07-14,2018-07-18,Standard Class,4 days,4
7497,2018-07-14,2018-07-18,Standard Class,4 days,4
7498,2018-07-14,2018-07-18,Standard Class,4 days,4
7499,2018-07-14,2018-07-18,Standard Class,4 days,4
7500,2018-07-14,2018-07-18,Standard Class,4 days,4
7501,2018-07-14,2018-07-18,Standard Class,4 days,4
7502,2018-07-14,2018-07-18,Standard Class,4 days,4
7505,2017-01-31,2017-04-02,Second Class,61 days,61
7507,2015-02-11,2015-06-11,Standard Class,120 days,120
7508,2015-02-11,2015-06-11,Standard Class,120 days,120
7509,2018-07-14,2018-07-18,Standard Class,4 days,4
7510,2018-07-14,2018-07-18,Standard Class,4 days,4
7511,2018-07-14,2018-07-18,Standard Class,4 days,4
7512,2018-07-14,2018-07-18,Standard Class,4 days,4
7513,2018-07-14,2018-07-18,Standard Class,4 days,4
7514,2018-07-14,2018-07-18,Standard Class,4 days,4
7515,2018-09-12,2018-12-12,Second Class,91 days,91
7516,2018-09-12,2018-12-12,Second Class,91 days,91
7517,2018-09-12,2018-12-12,Second Class,91 days,91
7518,2018-09-12,2018-12-12,Second Class,91 days,91
7519,2018-09-12,2018-12-12,Second Class,91 days,91
7520,2018-09-12,2018-12-12,Second Class,91 days,91
7521,2018-09-12,2018-12-12,Second Class,91 days,91
7522,2017-05-09,2017-11-09,Standard Class,184 days,184
7523,2017-05-09,2017-11-09,Standard Class,184 days,184
7524,2017-05-09,2017-11-09,Standard Class,184 days,184
7532,2017-06-17,2017-06-19,First Class,2 days,2
7533,2017-06-17,2017-06-19,First Class,2 days,2
7536,2018-03-31,2018-07-04,Standard Class,95 days,95
7537,2018-03-12,2018-08-12,Standard Class,153 days,153
7538,2017-02-19,2017-02-22,Second Class,3 days,3
7539,2018-02-12,2018-06-12,Standard Class,120 days,120
7540,2018-02-12,2018-06-12,Standard Class,120 days,120
7541,2018-02-12,2018-06-12,Standard Class,120 days,120
7542,2018-02-12,2018-06-12,Standard Class,120 days,120
7543,2018-02-12,2018-06-12,Standard Class,120 days,120
7544,2018-02-12,2018-06-12,Standard Class,120 days,120
7545,2018-02-12,2018-06-12,Standard Class,120 days,120
7546,2015-10-10,2015-10-15,Standard Class,5 days,5
7547,2015-10-10,2015-10-15,Standard Class,5 days,5
7548,2015-10-10,2015-10-15,Standard Class,5 days,5
7549,2015-10-10,2015-10-15,Standard Class,5 days,5
7550,2017-05-09,2017-07-09,First Class,61 days,61
7551,2015-11-20,2015-11-25,Standard Class,5 days,5
7552,2015-11-20,2015-11-25,Standard Class,5 days,5
7553,2015-11-20,2015-11-25,Standard Class,5 days,5
7554,2015-11-20,2015-11-25,Standard Class,5 days,5
7559,2015-01-11,2015-05-11,Standard Class,120 days,120
7560,2015-01-11,2015-05-11,Standard Class,120 days,120
7561,2015-01-11,2015-05-11,Standard Class,120 days,120
7562,2017-12-30,2018-01-01,First Class,2 days,2
7563,2017-03-09,2017-07-09,Standard Class,122 days,122
7564,2018-05-10,2018-07-10,First Class,61 days,61
7567,2018-04-21,2018-04-23,First Class,2 days,2
7568,2018-04-21,2018-04-23,First Class,2 days,2
7569,2015-05-12,2015-10-12,Standard Class,153 days,153
7570,2015-05-12,2015-10-12,Standard Class,153 days,153
7571,2015-05-12,2015-10-12,Standard Class,153 days,153
7572,2015-10-21,2015-10-26,Standard Class,5 days,5
7573,2015-10-21,2015-10-26,Standard Class,5 days,5
7574,2015-10-21,2015-10-26,Standard Class,5 days,5
7575,2016-08-12,2016-12-12,Standard Class,122 days,122
7576,2016-08-12,2016-12-12,Standard Class,122 days,122
7577,2015-02-11,2015-07-11,Second Class,150 days,150
7578,2015-02-11,2015-07-11,Second Class,150 days,150
7579,2017-12-18,2017-12-21,First Class,3 days,3
7580,2016-11-23,2016-11-27,Second Class,4 days,4
7581,2016-11-23,2016-11-27,Second Class,4 days,4
7582,2016-08-13,2016-08-16,First Class,3 days,3
7583,2016-04-16,2016-04-21,Standard Class,5 days,5
7584,2015-03-21,2015-03-25,Standard Class,4 days,4
7585,2015-03-21,2015-03-25,Standard Class,4 days,4
7586,2015-03-21,2015-03-25,Standard Class,4 days,4
7587,2015-03-21,2015-03-25,Standard Class,4 days,4
7588,2015-03-21,2015-03-25,Standard Class,4 days,4
7589,2018-11-16,2018-11-22,Standard Class,6 days,6
7590,2016-09-25,2016-09-29,Standard Class,4 days,4
7591,2017-05-09,2017-09-09,Standard Class,123 days,123
7592,2017-05-09,2017-09-09,Standard Class,123 days,123
7593,2017-05-09,2017-09-09,Standard Class,123 days,123
7594,2017-05-09,2017-09-09,Standard Class,123 days,123
7595,2018-04-20,2018-04-24,Standard Class,4 days,4
7596,2018-04-20,2018-04-24,Standard Class,4 days,4
7597,2016-06-15,2016-06-19,Standard Class,4 days,4
7598,2015-09-17,2015-09-22,Standard Class,5 days,5
7599,2015-09-17,2015-09-22,Standard Class,5 days,5
7600,2015-09-17,2015-09-22,Standard Class,5 days,5
7601,2015-09-17,2015-09-22,Standard Class,5 days,5
7602,2015-09-17,2015-09-22,Standard Class,5 days,5
7603,2015-09-17,2015-09-22,Standard Class,5 days,5
7604,2017-08-07,2017-12-07,Standard Class,122 days,122
7605,2017-05-27,2017-05-31,Standard Class,4 days,4
7606,2017-05-27,2017-05-31,Standard Class,4 days,4
7607,2017-05-27,2017-05-31,Standard Class,4 days,4
7608,2018-12-24,2018-12-27,First Class,3 days,3
7609,2018-03-05,2018-07-05,Standard Class,122 days,122
7610,2018-03-05,2018-07-05,Standard Class,122 days,122
7611,2015-02-22,2015-02-24,First Class,2 days,2
7612,2016-08-02,2016-11-02,First Class,92 days,92
7613,2016-08-02,2016-11-02,First Class,92 days,92
7614,2016-08-02,2016-11-02,First Class,92 days,92
7615,2016-08-24,2016-08-28,Second Class,4 days,4
